id,response
2765,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Neural Networks"", ""Dynamic Systems"", ""Stochastic Barrier Functions"", ""Safety Analysis"", ""Convex Optimization"", ""Lyapunov functions"", ""Stability"", ""Certification"", ""Control Synthesis"", ""Experimental Results""],
    ""Q4"": [""None""]
}"
2773,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""feature selection"", ""neural networks"", ""sparse autoencoders"", ""sparse training"", ""informative features"", ""computational time"", ""unsupervised method""],
    ""Q4"": [""image"", ""speech"", ""text"", ""artificial"", ""biological""]
}"
2781,"{
  ""Q1"": ""Evasion attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Stochastic pre-processing defenses"", ""Adversarial examples"", ""randomization"", ""projected gradient descent"", ""Expectation over Transformation"", ""adversarial robustness"", ""model invariance""],
  ""Q4"": [""None""]
}
"
2802,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial examples"", ""Stochastic pre-processing defenses"", ""Randomness"", ""Inference"", ""Projected gradient descent"", ""Expectation over Transformation"", ""Adversarial robustness"", ""Model invariance"", ""Hypergraph neural networks"", ""Hypergraph"", ""Contrastive learning"", ""Generalizability"", ""Low-label regime"", ""HyperGCL"", ""Augmentations"", ""Hypertrees"", ""Higher-order relations"", ""Vertex augmentation"", ""Graph-structured data"", ""Hypergraph generative model"", ""End-to-end differentiable pipeline"", ""Fabricated and Generative""],
    ""Q4"": [""Hypergraph representation learning""]
}"
2813,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Gateaux derivatives"", ""causal inference"", ""empirical"", ""finite-differencing"", ""counterfactual mean estimation"", ""dynamic treatment regimes"", ""linear-programming formulation"", ""policy optimization"", ""infinite-horizon Markov decision processes"", ""bias adjustments""],
    ""Q4"": [""None""]
}"
2820,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""Embedding models"", ""Latent vector representations"", ""Heterogeneous data"", ""Gaussian copula"", ""Robust embeddings"" ],
    ""Q4"": [""None""]
}"
2855,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""privacy"", ""robustness"", ""differentially-private algorithms"", ""information-computation gaps"", ""sparse mean estimation""],
    ""Q4"": ""None""
}"
2830,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial"", ""Reinforcement Learning"", ""Robustness"", ""Model-based"", ""Offline"", ""Value function"", ""Environment model"", ""PAC performance guarantee""],
    ""Q4"": []
}"
2833,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""distributionally robust"", ""weighted k-nearest neighbors"", ""machine learning"", ""robust classifier"", ""metric learning"", ""minimax"", ""functional optimization"", ""Lipschitz norm"", ""feature embedding"", ""few-training-sample setting""],
    ""Q4"": [""real-data experiments""]
}"
2837,"{
 ""Q1"": ""Evasion attack"",
 ""Q2"": ""Specific adversarial defence methods"",
 ""Q3"": [""Adversarial robustness"", ""Neural networks"", ""Lipschitz constant"", ""Mixture of Experts"", ""Sparse models"", ""ImageNet"", ""Adversarial attacks""],
 ""Q4"": [""ImageNet""]
}"
2839,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""LiDAR-Camera Fusion"", ""3D object detection"", ""LiDAR malfunction"", ""autonomous driving"", ""BEVFusion"", ""robustness training""],
    ""Q4"": [""autonomous driving""]
}"
2841,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Continual Learning"", ""Retrospective Adversarial Replay"", ""Adversarial Samples"", ""Forgetting Boundary"", ""Latent Representation"", ""MixUp-based strategy"", ""Hyperparameter Sensitivity Analysis""],
    ""Q4"": ""None""
}
"
2843,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial Auto-Augment"", ""Label Preservation"", ""Representation Learning Principle"", ""Autonomous Data Augmentation"", ""Data Augmentation"", ""Deep Learning""],
    ""Q4"": [""Medical Images""]
}
"
2844,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Hard-pose virtual try-on"",""3D-aware global correspondence learning"",""garment warping flows"",""2D poses and appearance"",""geometric prior of the 3D human body shape"",""long-range dependencies"",""3D human bodies"",""encoders"",""decoder"",""refinement modules"",""3D parametric human models"",""adversarial generator"",""photo-realistic try-on result"",""public benchmarks"",""HardPose test set""],
    ""Q4"": [""image-based person-to-person virtual try-on""]
}
"
2848,"{
""Q1"": ""Evasion attack"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""Adversarial transformers"", ""Medical image segmentation"", ""Pyramid structure"", ""Multi-scale representations"", ""Class-aware transformer module"", ""Adversarial training strategy"", ""Dice"",""Transformer-based discriminator"", ""Semantic structures"", ""Transfer learning""],
""Q4"": [""Medical""]
}
"
2849,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Uncertainty quantification"", ""Deep classifiers"", ""Conditional GANs"", ""Aleatoric uncertainty"", ""Epistemic uncertainty"", ""Out-of-distribution (OOD)"", ""False positives""],
    ""Q4"": [""CIFAR10"", ""CIFAR100"", ""Tiny ImageNet""]
}"
2850,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Deep classifiers"", ""Spurious features"", ""Empirical risk minimization (ERM)"", ""Group robustness training"", ""Deep Feature Reweighting (DFR)"", ""Representations"", ""Vision and NLP problems"", ""Model architecture"", ""Pre-training strategy"", ""Regularization""],
    ""Q4"": [""Waterbirds"", ""CelebA hair color prediction"", ""WILDS-FMOW""]
}"
2863,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""superpolynomial statistical query (SQ) lower bounds"", ""learning"", ""two-hidden-layer ReLU networks"", ""Gaussian inputs"", ""standard (noise-free) model"", ""agnostic learning"", ""correlational SQ"", ""Vempala and Wilmes (2019)"", ""Boolean PAC learning"", ""cryptographic hardness"", ""PAC learning"", ""two-hidden-layer ReLU networks"", ""membership queries""],
    ""Q4"": []
}"
2867,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""No-reference image quality assessment"", ""Perceptual robustness"", ""Lagrangian formulation"", ""Human perception"", ""Psychophysical experiments"", ""Counterexamples""],
    ""Q4"": [""Computational vision"",""Man-made vision systems""]
}"
2871,"{
    ""Q1"":""None"",
    ""Q2"":""Specific adversarial defence methods"",
    ""Q3"":[""stable dynamics"",""input-output stable systems"",""robustness"",""nonlinear systems"",""Hamilton-Jacobi inequality"",""quadtratic constraint quadratic programming"",""neural networks"",""input-output stability""],
    ""Q4"":[""Robotics"",""Physical modeling"",""Systems biology""]
}"
2897,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Domain decomposition"", ""Graph Convolutional Neural Networks (GCNNs)"", ""unsupervised learning"", ""optimal modifications"", ""subdomain interfaces"", ""loss function"", ""linear solvers"", ""classical"", ""optimized domain decomposition algorithms"", ""structured-grid"", ""unstructured-grid""],
    ""Q4"": [""PDE""]
}"
2911,"{
  ""Q1"": ""Another type of attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [
    ""Semi-supervised learning"",
    ""Unlabeled data"",
    ""Unseen classes"",
    ""Classification"",
    ""Pairwise similarity"",
    ""Learning pace synchronization""
  ],
  ""Q4"": ""None""
}
"
2912,"{
""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""Active Model Adaptation"", ""Label-Efficient OOD Generalization"", ""Out-Of-Distribution"", ""Invariant Risk Minimization"", ""Interactive Model Adaptation"", ""Active Sample Selection"", ""Causal Invariant Learning"", ""Mixture Distribution Separation"", ""Unbiased Estimator""],
""Q4"": ""None""
}"
2914,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Archimax copulas"", ""multivariate dependencies"", ""bulk and tails of a distribution"", ""non-parametric inference"", ""sampling algorithm"", ""density modeling techniques"", ""interplay between the bulk and the tails of a distribution"", ""health and safety""],
    ""Q4"": [""health and safety""]
}
"
2923,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Mobile Monocular 3D Object Detection"", ""Ground Depth Estimation"", ""Mono3D"", ""camera pose"", ""pose detection network"", ""RGB-D feature fusion network"", ""transformer structure"", ""long-range self-attention mechanism"", ""KITTI dataset""],
    ""Q4"": [""Automotive""]
}
"
2931,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Textual backdoor attacks"", ""NLP systems"", ""Attack and defense models"", ""Evaluation protocols"", ""Stealthiness"", ""Semantic-preserving"", ""Perplexity difference"", ""Text similarity"", ""Open-source toolkit"", ""Clustering-based defense"", ""Poisoned datasets""],
    ""Q4"": [""NLP""]
}"
2933,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Wasserstein Generative Adversarial Networks (WGANs)"", ""Optimal Transport (OT)"", ""Kantorovich duality"", ""Wasserstein-1 distance"", ""1-Lipschitz functions"", ""ray monotone transport plans"", ""benchmark distributions"", ""analytically known OT plan"", ""OT cost"", ""OT gradient"", ""high-dimensional spaces"", ""images"", ""gradient penalty"", ""spectral normalization"", ""entropic regularization""],
    ""Q4"": ""None""
}"
2937,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""stereo vision"", ""active stereo"", ""passive stereo"", ""deep learning-based stereo"", ""performance gap"", ""feature extraction"", ""matching modules"", ""disparity refinement"", ""ACVNet"", ""CascadeStereo"", ""StereoNet"", ""Active-Passive SimStereo dataset"", ""benchmarking""],
    ""Q4"": [""stereo vision""]
}
"
2946,"{
""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""Document Image Classifiers"", ""Out-of-Distribution Performance"", ""RVL-CDIP corpus"", ""Benchmark"", ""Generalizability"", ""Robust deployment""],
""Q4"": [""Document classification"", ""RVL-CDIP""]
}
"
2938,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Multi-Agent Tracking Environment (MATE)"", ""Target coverage control"", ""Asymmetric cooperative-competitive game"", ""Directional sensors"", ""Cargo transportation"", ""Multi-agent reinforcement learning (MARL)"", ""Cooperation"", ""Communication"", ""Scalability"", ""Robustness"", ""Asymmetric self-play"", ""MAPPO"", ""IPPO"", ""QMIX"", ""MADDPG"", ""TarMAC"", ""I2C"", ""PSRO"", ""Fictitious self-play"", ""Zero-sum competitive game"", ""Co-evolution"", ""I2C"", ""Target-target communication"", ""Python"", ""OpenAI Gym API""],
    ""Q4"": ""None""
}
"
2943,"{
""Q1"": ""None"", 
""Q2"": ""Specific adversarial defence methods"", 
""Q3"": [""Personalized Federated Learning"", ""pFL"", ""Statistical heterogeneity"", ""FL clients"", ""Evaluation"", ""Systematical analysis"", ""Datasets"", ""FL simulation settings"", ""pFL implementations"", ""Generalization"", ""Fairness"", ""System overhead"", ""Convergence"", ""State-of-the-art pFL methods"", ""Codebase""],
""Q4"": [""Application domains""]
}"
3004,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Foundation models"",""deep learning"",""pre-training"",""large-scale unlabeled data"",""finetuning"",""task-specific supervision"",""general representations"",""few-shot/zero-shot generalization"",""domains"",""data modalities"",""robustness"",""privacy"",""excessive volume of data"",""complex neural network architectures"",""trustworthiness""],
    ""Q4"":""None""
}
"
2948,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Backdoor learning"", ""Deep neural networks' vulnerability"", ""Backdoor attack"", ""Defense methods"", ""Modular-based codebase"", ""Standardized protocol"", ""Poisoning ratios"", ""Models"", ""Datasets""],
    ""Q4"": ""None""
}"
2964,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""post hoc explanation methods"", ""benchmarking"", ""synthetic data generator"", ""real-world datasets"", ""pre-trained models"", ""feature attribution methods"", ""quantitative metrics"", ""faithfulness"", ""stability"", ""fairness"", ""leaderboards"", ""transparency"", ""reproducibility"", ""tabular datasets""],
    ""Q4"": [""tabular datasets""]
}
"
2966,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""surrogate models"",""computational fluid dynamics"",""Reynolds-Averaged Navier–Stokes"",""dataset"", ""airfoils"", ""machine learning"", ""deep learning"", ""generalization""],
    ""Q4"": [""Fluid dynamics""]
}"
2972,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""image datasets"", ""computer vision"", ""representative"", ""demographic information"", ""robustness"", ""fairness"", ""subpopulations"", ""Dollar Street"", ""supervised dataset"", ""images"", ""everyday household items"", ""homes"", ""world"", ""manually curated"", ""fully labeled"", ""tags"", ""objects"", ""region"", ""country"", ""home monthly income"", ""internet access"", ""income"", ""socioeconomic diversity"", ""under-represented populations"", ""CC-BY"", ""academic"", ""commercial work"", ""performance"", ""classification tasks"", ""lower income homes"", ""bias""],
    ""Q4"": [""image datasets"", ""computer vision"", ""socioeconomic diversity"", ""under-represented populations""]
}
"
2977,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""large-scale"", ""image-text"", ""dataset"", ""CLIP-filtered"", ""multi-modal"", ""models"", ""replication"", ""fine-tuning"", ""subset generation"", ""watermark"",""NSFW"",""toxic content detection""],
    ""Q4"": [""Language-Vision""]
}
"
2984,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Ambiguous Images"", ""Human Judgments"", ""Robust Visual Event Classification"", ""Noisy images"", ""Model training"", ""Model calibration""], 
    ""Q4"": [""Visual event classification""]
}"
2990,"{
""Q1"": ""None"",
""Q2"": ""Other aspects of adversarial machine learning"",
""Q3"": [""Incentive-aware Machine Learning"", ""Robustness"", ""Fairness"", ""Improvement"", ""Performativity"", ""Strategizing"", ""Policy decisions"", ""Inequalities"", ""Effort exertion""],
""Q4"": [""None""]
}
"
2994,"{
""Q1"": ""None"",
""Q2"": ""Other aspects of adversarial machine learning"",
""Q3"": [""Dynamic Link Prediction"", ""Time-evolving graphs"", ""Evaluation procedures"", ""Visualization techniques"", ""Memorization-based baseline"", ""Negative sampling strategies"", ""Dynamic graph datasets"", ""Benchmarks""],
""Q4"": [""None""]
}"
3005,"{
""Q1"": ""None"",
""Q2"": ""Other aspects of adversarial machine learning"",
""Q3"": [""Unsupervised Learning Algorithms"",""Model Human Real-time"",""Life-long Learning"",""visual inputs"",""timescales"",""real-time learning benchmark"",""life-long learning benchmark"",""deep self-supervised visual learning algorithms"",""BYOL"",""SwAV"",""MAE"",""SimCLR"",""MoCo-v2"",""memory"",""negative sampling"",""context-sensitive"",""catastrophic forgetting"",""human-like algorithms""],
""Q4"": [""computer vision"",""real-world""]
}"
3007,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Human action recognition"", ""Background bias"", ""Video understanding"", ""Human-centric Analysis Toolkit (HAT)"", ""Image segmentation"", ""Video inpainting"", ""Kinetics dataset"", ""Model design decisions""],
    ""Q4"": [""Video understanding""]
}
"
3009,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Distribution shifts"", ""Temporal distribution shift"", ""Real-world applications"", ""Drug discovery"", ""Patient prognosis"", ""News classification"", ""Benchmark"", ""Inductive biases"", ""Domain-generalization"", ""Continual learning"", ""Self-supervised learning"", ""Ensemble learning"", ""Evaluation with a fixed time split"", ""Evaluation with a data stream""],
    ""Q4"": [""Drug discovery"", ""Patient prognosis"", ""News classification""]
}"
3014,"{
  ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""robustness"",""video-language models"",""visual perturbations"",""language perturbations"",""text-to-video retrieval"",""benchmark"",""dataset""],
  ""Q4"": [""Video"", ""Language""]
}"
3017,"{
""Q1"": ""None"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""Reinforcement Learning"", ""Procedural-content generation"", ""GriddlyJS"", ""Web-based Integrated Development Environment"", ""grid-world environments"", ""agent models"", ""RL workflow"", ""web standards"", ""automatic curriculum learning"", ""offline RL""],
""Q4"": [""RL research""]
}"
3021,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""backdoor poison attacks"", ""physical backdoors"", ""digital trigger patterns"", ""ImageNet"", ""training samples"", ""physical backdoor attacks""],
    ""Q4"": [""image datasets""]
}
"
3031,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Neural architecture search"", ""benchmarking"", ""diverse tasks"", ""CNN-based search methods"", ""performance"", ""evaluation"", ""robustness""],
    ""Q4"": [""None""]
}"
3052,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""autonomous driving"", ""machine learning"", ""testing"", ""scenario generation"", ""deep reinforcement learning"", ""benchmarking"", ""safety evaluation"", ""NHTSA""],
    ""Q4"": [""autonomous vehicle""]
}"
3054,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""NLP"", ""benchmarking"", ""language models"", ""Polish"", ""GLUE"", ""SuperGLUE"", ""KILT"", ""KLEJ"", ""low-resourced languages"", ""datasets"", ""tasks"", ""flexibility"", ""data versioning"", ""model tracking""],
    ""Q4"": [""Polish""]
}"
